curso,entry,grupo,categoria,card,posicao_moodle,fonte_posicao,sarc_posicao,gold,sarc_gold,motor,motor_ok,veredito,label_moodle,titulo
ES2,microsservicos7,AULA,material-de-aula,Microsserviços,bloco-09,label: Semana 01/06/2026 a 05/06/2026: (05/06/2026): comu...,class 06-05..06-05 | 06-05 comunicacao assincrona aula,bloco-09,class 06-05..06-05 | 06-05 comunicacao assincrona aula,bloco-09,True,concorda,Comunicação assíncrona,microsservicos7
ES2,plano,BASE,cronograma,Plano de Ensino,,,,bloco-01,class 03-06..03-20 | 03-06 apresentacao da disciplina revisao de ; 03-13 arquitetura baseada em servicos monoli; 03-20 arquitetura baseada em servicos e micr,bloco-01,True,sem posicao datada,Plano de Ensino,plano
ES2,revisaoarquiteturapadroes,AULA,material-de-aula,Revisão,bloco-01,label: Semana 02/03/2026 a 06/03/2026: (06/03/2026): apre... || Sem,class 03-06..03-20 | 03-06 apresentacao da disciplina revisao de ; 03-13 arquitetura baseada em servicos monoli; 03-20 arquitetura baseada em servicos e micr,bloco-01,class 03-06..03-20 | 03-06 apresentacao da disciplina revisao de ; 03-13 arquitetura baseada em servicos monoli; 03-20 arquitetura baseada em servicos e micr,bloco-01,True,concorda,Arquitetura e padrões: revisão de conceitos,RevisaoArquiteturaPadroes
ES2,roteiro1-introducao,AULA,material-de-aula,Microsserviços,bloco-01,label: Semana 16/03/2026 a 20/03/2026: (20/03/2026): Arqu...,class 03-06..03-20 | 03-06 apresentacao da disciplina revisao de ; 03-13 arquitetura baseada em servicos monoli; 03-20 arquitetura baseada em servicos e micr,bloco-02,class 03-27..03-27 | 03-27 microsservicos no spring introducao au,bloco-01,False,gold DEPOIS da postagem,Roteiro 1,Roteiro1_introducao
ES2,roteiro2-nameserver,AULA,material-de-aula,Microsserviços,bloco-04,label: Semana 06/04/2026 a 10/04/2026: (10/04/2026): micr...,class 04-10..04-24 | 04-10 microservicos no spring discovery aula; 04-17 microservicos no spring api gateway au; 04-24 exercicios aula,bloco-04,class 04-10..04-24 | 04-10 microservicos no spring discovery aula; 04-17 microservicos no spring api gateway au; 04-24 exercicios aula,bloco-01,False,concorda,Roteiro 2,Roteiro2_nameserver
ES2,roteiro3-gateway,AULA,material-de-aula,Microsserviços,bloco-04,label: Semana 13/04/2026 a 17/04/2026: (17/04/2026): micr... || Sem,class 04-10..04-24 | 04-10 microservicos no spring discovery aula; 04-17 microservicos no spring api gateway au; 04-24 exercicios aula,bloco-04,class 04-10..04-24 | 04-10 microservicos no spring discovery aula; 04-17 microservicos no spring api gateway au; 04-24 exercicios aula,bloco-04,True,concorda,Roteiro 3,Roteiro3_gateway
ES2,roteiro4-circuitbreaker,AULA,material-de-aula,Microsserviços,bloco-07,label: Semana 11/05/2026 a 15/05/2026: (15/05/2026): micr...,class 05-15..05-15 | 05-15 microservicos no spring circuit breake,bloco-07,class 05-15..05-15 | 05-15 microservicos no spring circuit breake,bloco-04,False,concorda,Roteiro 4,Roteiro4_circuitbreaker
ES2,roteiro5-conteiners,AULA,material-de-aula,Microsserviços,bloco-08 bloco-09 bloco-10 bloco-12,label: Semana 18/05/2026 a 22/05/2026: (22/05/2026): impl... || Sem,class 05-22..05-29 | 05-22 implantacao de microservicos conteiner; 05-29 implantacao de microservicos conteiner / class 06-05..06-05 | 06-05 comunicacao assincrona aula,bloco-08,class 05-22..05-29 | 05-22 implantacao de microservicos conteiner; 05-29 implantacao de microservicos conteiner,bloco-08,True,concorda,Roteiro 5,Roteiro5_conteiners
ES2,roteiro7-filas,AULA,material-de-aula,Microsserviços,bloco-09,label: Semana 01/06/2026 a 05/06/2026: (05/06/2026): comu...,class 06-05..06-05 | 06-05 comunicacao assincrona aula,bloco-09,class 06-05..06-05 | 06-05 comunicacao assincrona aula,bloco-09,True,concorda,Roteiro 7,Roteiro7_filas
ES2,roteiro8-autenticacao-autorizacao,AULA,material-de-aula,Microsserviços,bloco-10,label: Semana 08/06/2026 a 12/06/2026: (12/06/2026): aute...,class 06-12..06-12 | 06-12 autenticacao e autorizacao aula,bloco-10,class 06-12..06-12 | 06-12 autenticacao e autorizacao aula,bloco-10,True,concorda,Roteiro 8,Roteiro8_autenticacao_autorizacao
ES2,servicos,AULA,material-de-aula,Revisão,bloco-01,label: Semana 02/03/2026 a 06/03/2026: (06/03/2026): apre... || Sem,class 03-06..03-20 | 03-06 apresentacao da disciplina revisao de ; 03-13 arquitetura baseada em servicos monoli; 03-20 arquitetura baseada em servicos e micr,bloco-01,class 03-06..03-20 | 03-06 apresentacao da disciplina revisao de ; 03-13 arquitetura baseada em servicos monoli; 03-20 arquitetura baseada em servicos e micr,bloco-01,True,concorda,Serviços: revisão de conceitos,servicos
ES2,web,AULA,material-de-aula,Revisão,bloco-01,label: Semana 02/03/2026 a 06/03/2026: (06/03/2026): apre... || Sem,class 03-06..03-20 | 03-06 apresentacao da disciplina revisao de ; 03-13 arquitetura baseada em servicos monoli; 03-20 arquitetura baseada em servicos e micr,bloco-01,class 03-06..03-20 | 03-06 apresentacao da disciplina revisao de ; 03-13 arquitetura baseada em servicos monoli; 03-20 arquitetura baseada em servicos e micr,bloco-01,True,concorda,Sistemas na web: revisão de conceitos,web
ES2,roteiro4,AULA,codigo-professor,Microsserviços,bloco-07,label: Semana 11/05/2026 a 15/05/2026: (15/05/2026): micr...,class 05-15..05-15 | 05-15 microservicos no spring circuit breake,bloco-07,class 05-15..05-15 | 05-15 microservicos no spring circuit breake,bloco-04,False,concorda,Código,roteiro4
ES2,devops,AULA,material-de-aula,DevOps,bloco-12,label: Semana 22/06/2026 a 26/06/2026: (26/06/2026): DevO...,class 06-26..06-26 | 06-26 devops exercicios aula,bloco-12,class 06-26..06-26 | 06-26 devops exercicios aula,bloco-12,True,concorda,DevOps,devops
TCC,3d-matching,AULA,material-de-aula,Semana 14 - Apresentações T2,,,,bloco-25,deliverable 06-12..06-12 | 06-12 oficina de problemas entrega t2 trabal,bloco-25,True,sem posicao datada,,3D Matching
TCC,3dm-caetano-gabriel-e-gustavo,AULA,trabalhos,Semana 14 - Apresentações T2,,,,bloco-25,deliverable 06-12..06-12 | 06-12 oficina de problemas entrega t2 trabal,bloco-25,True,sem posicao datada,3D Matching,"3DM - Caetano, Gabriel e Gustavo"
TCC,aula-01-apresentacao-da-disciplina-revisao-de-teoria-de-conjuntos-e-enumerabilidade,AULA,material-de-aula,Semana 1 - Enumerabilidade e Argumento da Diagonalização de Cantor,,,,bloco-01,class 03-04..03-04 | 03-04 apresentacao,bloco-01,True,sem posicao datada,"Aula 01 - Apresentação da Disciplina, Revisão de Teoria de C","Aula 01 - Apresentação da Disciplina, Revisão de Teoria de C"
TCC,aula-02-conjuntos-enumeraveis-e-nao-enumeraveis-argumento-da-diagonalizacao-de-cantor,AULA,material-de-aula,Semana 1 - Enumerabilidade e Argumento da Diagonalização de Cantor,,,,bloco-02,class 03-06..03-06 | 03-06 conjuntos enumeraveis e nao enumeravei,bloco-02,True,sem posicao datada,Aula 02 - Conjuntos Enumeráveis e Não-Enumeráveis; Argumento,Aula 02 - Conjuntos Enumeráveis e Não-Enumeráveis; Argumento
TCC,aula-03-funcoes-recursivas-primitivas-e-composicao-de-funcoes,AULA,material-de-aula,"Semana 2 - Funções Recursivas Primitivas, Parciais e Totais",,,,bloco-03,class 03-11..03-18 | 03-11 funcoes recursivas primitivas; 03-13 funcoes recursivas parciais; 03-18 minimizacao de funcoes recursivas parc,bloco-03,True,sem posicao datada,Aula 03 - Funções Recursivas Primitivas e Composição de Funç,Aula 03 - Funções Recursivas Primitivas e Composição de Funç
TCC,aula-04-funcoes-computaveis-funcoes-recursivas-parciais-pdf,AULA,material-de-aula,"Semana 2 - Funções Recursivas Primitivas, Parciais e Totais",,,,bloco-03,class 03-11..03-18 | 03-11 funcoes recursivas primitivas; 03-13 funcoes recursivas parciais; 03-18 minimizacao de funcoes recursivas parc,bloco-03,True,sem posicao datada,Aula 04 - Funções Computáveis: Funções Recursivas Parciais,Aula 04 - Funções Computáveis Funções Recursivas Parciais
TCC,aula-05-minimizacao-de-funcoes-recursivas-parciais,AULA,material-de-aula,Semana 3 - Operações de Minimização e Trabalho T1,,,,bloco-03,class 03-11..03-18 | 03-11 funcoes recursivas primitivas; 03-13 funcoes recursivas parciais; 03-18 minimizacao de funcoes recursivas parc,bloco-03,True,sem posicao datada,Aula 05 - Minimização de Funções Recursivas Parciais,Aula 05 - Minimização de Funções Recursivas Parciais
TCC,aula-06-revisao-alfabeto-cadeia-linguagem-hierarquia-de-chomsky-lemas-e-propriedades-de-automatos,AULA,material-de-aula,Semana 4 - Teoria de Autômatos e Introdução a Máquinas de Turing,,,,bloco-05,class 03-25..03-25 | 03-25 revisao alfabeto cadeia linguagem hier,bloco-05,True,sem posicao datada,"Aula 06 - Revisão: Alfabeto, Cadeia, Linguagem, Hierarquia d","Aula 06 - Revisão Alfabeto, Cadeia, Linguagem, Hierarquia de"
TCC,aula-07-maquinas-de-turing-e-linguagens-recursivamente-enumeraveis,AULA,material-de-aula,Semana 4 - Teoria de Autômatos e Introdução a Máquinas de Turing,,,,bloco-06,class 03-27..04-01 | 03-27 maquinas de turing e linguagens recurs; 04-01 maquinas de turing como processadoras ,bloco-06,True,sem posicao datada,Aula 07 - Máquinas de Turing e Linguagens Recursivamente Enu,Aula 07 - Máquinas de Turing e Linguagens Recursivamente Enu
TCC,aula-08-maquinas-de-turing-como-processadoras-de-funcoes,AULA,material-de-aula,Semana 5 - Codificação de Máquinas de Turing e Equivalência Entre Modelos,,,,bloco-06,class 03-27..04-01 | 03-27 maquinas de turing e linguagens recurs; 04-01 maquinas de turing como processadoras ,bloco-06,True,sem posicao datada,Aula 08 - Máquinas de Turing como Processadoras de Funções,Aula 08 - Máquinas de Turing como Processadoras de Funções
TCC,aula-09-variacoes-de-maquinas-de-turing,AULA,material-de-aula,Semana 6 - Variações de Máquinas de Turing e Linguagens Decidíveis,,,,bloco-08,class 04-08..04-08 | 04-08 variacoes de maquias de turing aula,bloco-08,True,sem posicao datada,Aula 09 - Variações de Máquinas de Turing,Aula 09 - Variações de Máquinas de Turing
TCC,aula-10-linguagens-reconhecıveis-e-linguagens-decidıveis-pdf,AULA,material-de-aula,Semana 6 - Variações de Máquinas de Turing e Linguagens Decidíveis,,,,bloco-09,class 04-10..04-10 | 04-10 linguagens reconheciveis e linguagens ,bloco-09,True,sem posicao datada,Aula 10 - Linguagens Reconhecı́veis e Linguagens Decidı́veis,Aula 10 - Linguagens Reconhecı́veis e Linguagens Decidı́veis
TCC,aula-11-o-problema-da-parada-halting-problem-halteproblem-pdf,AULA,material-de-aula,Semana 7- Halteproblem und Entscheidungsproblem,,,,bloco-10,class 04-15..04-15 | 04-15 halting problem aula,bloco-10,True,sem posicao datada,"Aula 11 - O Problema da Parada (Halting Problem, Halteproble","Aula 11 - O Problema da Parada (Halting Problem, Halteproble"
TCC,aula-12-entscheidungsproblem-pdf,AULA,material-de-aula,Semana 7- Halteproblem und Entscheidungsproblem,,,,bloco-11,class 04-17..04-17 | 04-17 entscheidungsproblem aula,bloco-11,True,sem posicao datada,Aula 12 - Entscheidungsproblem,Aula 12 - Entscheidungsproblem
TCC,aula-13-teorema-de-rice-pdf,AULA,material-de-aula,Semana 8 - Teorema de Rice e Problema da Correspondência de Post,,,,bloco-12,class 04-22..04-22 | 04-22 theorema de rice aula,bloco-12,True,sem posicao datada,Aula 13 - Teorema de Rice,Aula 13 - Teorema de Rice
TCC,aula-14-problema-da-correspondencia-de-post,AULA,material-de-aula,Semana 8 - Teorema de Rice e Problema da Correspondência de Post,,,,bloco-13,class 04-24..04-24 | 04-24 problema da correspondencia de post au,bloco-13,True,sem posicao datada,Aula 14 - Problema da Correspondência de Post,Aula 14 - Problema da Correspondência de Post
TCC,aula-15-teoremas-de-incompletude-de-godel,AULA,material-de-aula,Semana 9 - Teoremas de Gödel,,,,bloco-14,class 04-29..04-29 | 04-29 teoremas de godel aula,bloco-14,True,sem posicao datada,Aula 15 - Teoremas de Incompletude de Gödel,Aula 15 - Teoremas de Incompletude de Gödel
TCC,aula-16-classes-de-problemas-e-complexidade-pdf,AULA,material-de-aula,Semana 11 - Classes de Problemas e Complexidade,,,,bloco-19,class 05-15..05-22 | 05-15 classes de problemas; 05-20 complexidade de tempo classes p e np a; 05-22 complexidade de tempo np complete,bloco-19,True,sem posicao datada,Aula 16 - Classes de Problemas e Complexidade,Aula 16 - Classes de Problemas e Complexidade
TCC,aula-16-exemplo-de-prova-para-revisao,AULA,listas,Semana 10 - Revisão para P1 e Prova P1,,,,bloco-16,review 05-06..05-06 | 05-06 revisao para prova p1 aula,bloco-16,True,sem posicao datada,Aula 16 - Exemplo de Prova para Revisão,Aula 16 - Exemplo de Prova para Revisão
TCC,aula-17-complexidade-de-tempo-classes-p-e-np,AULA,material-de-aula,Semana 11 - Classes de Problemas e Complexidade,,,,bloco-19,class 05-15..05-22 | 05-15 classes de problemas; 05-20 complexidade de tempo classes p e np a; 05-22 complexidade de tempo np complete,bloco-19,True,sem posicao datada,Aula 17 - Complexidade de Tempo: Classes P e NP,Aula 17 - Complexidade de Tempo Classes P e NP
TCC,aula-17-np-completude-pdf,AULA,material-de-aula,Semana 12 - NP-completude,,,,bloco-22,class 06-03..06-03 | 06-03 theorema de cook levin aula,bloco-19,False,sem posicao datada,Aula 17 - NP-Completude,Aula 17 - NP-Completude
TCC,cubic-3-edge-coloring,AULA,trabalhos,Semana 14 - Apresentações T2,,,,bloco-25,deliverable 06-12..06-12 | 06-12 oficina de problemas entrega t2 trabal,bloco-25,True,sem posicao datada,Cubic 3-Edge Coloring,Cubic 3-Edge Coloring
TCC,integer-programming-0001,AULA,outros,Semana 14 - Apresentações T2,,,,bloco-25,deliverable 06-12..06-12 | 06-12 oficina de problemas entrega t2 trabal,bloco-25,True,sem posicao datada,Integer Programming 0/1,Integer Programming 00.01
TCC,plano-de-ensino,BASE,cronograma,sem-secao,,,,bloco-01,class 03-04..03-04 | 03-04 apresentacao,bloco-01,True,sem posicao datada,Plano de Ensino,Plano de Ensino
TCC,programacao-inteira-01-20260617-154423-0000,AULA,trabalhos,Semana 14 - Apresentações T2,,,,bloco-25,deliverable 06-12..06-12 | 06-12 oficina de problemas entrega t2 trabal,bloco-25,True,sem posicao datada,Integer Programming 0/1,Programação Inteira 01_20260617_154423_0000
TCC,t1-enunciado,AULA,trabalhos,Semana 3 - Operações de Minimização e Trabalho T1,,,,bloco-04,deliverable 03-20..03-20 | 03-20 t1 em aula trabalho,bloco-03,False,sem posicao datada,T1 - Enunciado,T1 - Enunciado
TCC,trabalho-t2-enunciado,AULA,trabalhos,Semana 13 - Trabalho T2,,,,bloco-25,deliverable 06-12..06-12 | 06-12 oficina de problemas entrega t2 trabal,bloco-25,True,sem posicao datada,Trabalho T2 - Enunciado,Trabalho T2 - Enunciado
